name,code,cooperative,district,sub_county,parish,village,contact_person,phone_number,is_vsla,created_at
ONGARO YOUTH FARMERS GROUP-ONGARO,1591,Omot Farmers Cooperative Society ltd,Agago,Omot,Barima,Ongaro,,0764134840,,04-09-2023
ACAN PE KUN FARMER GROUP-CAWENTE,1592,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Cawente,,0761244350,,06-09-2023
GEN BADI YOUTH FARMER GROUP -CAWENTE,1593,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Cawente,,0789930415,,06-09-2023
ADAG LANE MIXED FARMERS GROUP-CAWENTE,1594,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Cawente,,0788186822,,06-09-2023
OBANGA TWERO FARMERS GROUP-OWOLO,1595,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Owolo,,0775785288,,06-09-2023
RYEKO LOYO TEK KOM FARMERS GROUP-ABEDOBER,1596,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Abedober,,0781210207,,06-09-2023
BADI EN PAPI MIXED FARMERS GROUP-ABEDO BER,1597,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Abedober,,0779817845,,06-09-2023
BED IGEN WOMEN VSLA AND FARMERS GROUP-OWOLO,1598,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Owolo,,0765909085,,06-09-2023
KANGOLE NORTH CONSTRUCTION-KANGOLE NORTH,1599,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Kangole North,,0775920586,,07-09-2023
KUV PEE VSLA-TUMA ATOO,1600,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Tuma Atoo,,0780938773,,07-09-2023
TII KI GIN MAKOME TYE VSLA-ORII LAYIMA,1601,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bunga Ward,Orii Layima,,0779125507,,07-09-2023
NEM ANYIM VSLA-ORII LAYIMA,1602,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bunga Ward,Orii Layima,,0782332351,,07-09-2023
ATYE KI TIC-BIDE,1603,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bunga Ward,Bide,,0786860655,,07-09-2023
ETIBA ONE SUNFLOWER FARMING-ITIBA,1604,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bunga Ward,Itiba,,0783937700,,07-09-2023
OPIT BER VSLA MOTHER CARE-BIDE,1605,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bunga Ward,Bide,,0772016064,,07-09-2023
ATUTE KI CINGA-ITIBA,1606,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bunga Ward,Itiba,,0761596160,,07-09-2023
RWOT TWERO VSLA- ITIBA,1607,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bunga Ward,Itiba,,0760707695,,07-09-2023
CAN PE LEKE VSLA-TEE LUL,1608,Pader Shea butter cooperative,Pader,Atanga,Lawiye Adul,Tee Lul,,0779569325,,07-09-2023
PIT KOMI VSLA-GOT ANYARA,1609,Pader Shea butter cooperative,Pader,Atanga,Lawiye Adul,Got Anyara,,0779873982,,07-09-2023
OPIT KIC-GOT ANYARA,1610,Pader Shea butter cooperative,Pader,Atanga,Lawiye Adul,Got Anyara,,0765516326,,07-09-2023
ACHOLI BER FARMER GROUP-LAMWO,1611,Pader Shea butter cooperative,Pader,Atanga,Lawiye Adul,Lamwo,,0784124065,,07-09-2023
TEK KWO YOUTH GROUP-LANGORONY,1612,Pader Shea butter cooperative,Pader,Atanga,Lawiye Adul,Langorony,,0784803760,,07-09-2023
YAB WANGI VSLA-WANGOLWENY,1613,Pader Shea butter cooperative,Pader,Atanga,Lawiye Adul,Wang-Olweny,,0786057862,,07-09-2023
LAPOYA OKWEE FARMWRS GROUP-LAPOYA OKWE,1614,Pader Shea butter cooperative,Pader,Atanga,Lawiye Adul,Lapoya Okwe,,0779587041,,07-09-2023
LACAN TUTE VSLA-ALOKOLUM,1615,Pader Shea butter cooperative,Pader,Atanga,Lawiye Adul,Alokolum,,0788251661,,07-09-2023
BED KI WADI-MARAKACH A,1616,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Marakach A,,0784742771,,07-09-2023
PITTE KI CINGI- KANGOLE SOUTH,1617,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Kangole South,,0789157593,,07-09-2023
RIBBE BER FARMING GROUP-MARAKACH B,1618,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Marakach B,,0789746881,,07-09-2023
Wibolo wire farmer group and vsla,1619,Latanya Nen Anyim SBPG,Pader,Latanya,Golo,Wiliwili,,0783590340,,07-09-2023
Amaro PDM sacco-ober,1620,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Ajur,Ober,,0753429160,,08-09-2023
TERA MOTFARMER GROUP- KAFATA,1621,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Kafata,,0760223335,,11-09-2023
JING CWINYI WOMEN GROUP - KAFATA,1622,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Kafata,,0787881447,,11-09-2023
DII CWINYI VSLA - KAFATA,1623,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Kafata,,0761994233,,11-09-2023
BULU YELE -KAFATA,1624,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Kafata,,0761802052,,11-09-2023
BER BEDO FARMER GROUP - KAFATA,1625,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Kafata,,0770650142,,11-09-2023
ARINGA PALOGA VSLA-GAI,1626,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Gai,,0773710114,,11-09-2023
RIBBE BER YOUTH GROUP-CENTRAL,1627,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Central,,0783533248,,11-09-2023
GLOBAL UNITY SACCO-CENTRAL,1628,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Central,,0779611580,,11-09-2023
BIKONYO GROUP-WIPOLO,1629,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Wipolo,,0787007435,,11-09-2023
NEN ITIC VSLA AND FARMER GROUP-EBULE LWALA,1630,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Olyelo Widyel,Ebule Lwala,,0784079343,,12-09-2023
PE IBWOLA GROUP-EBULE LWALA,1631,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Olyelo Widyel,Ebule Lwala,,0783974572,,12-09-2023
OCAN ONOTE FARMERS GROUP-EBULE,1632,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Olyelo Widyel,Ebule,,0773211704,,12-09-2023
ADONYO ILERO GROUP-EBULE,1633,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Olyelo Widyel,Ebule,,0764604232,,12-09-2023
GUM OPOTO- EBULE,1634,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Olyelo Widyel,Ebule,,0763003655,,12-09-2023
MAR AWOTI GROUP-EBULE,1635,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Olyelo Widyel,Ebule,,0787567969,,12-09-2023
RIBBER AYE TEKO FARMERS GROUP-LUGOLO,1636,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Bwomono Ward,Lugolo,,0761706478,,12-09-2023
CUNG ATEK WOMENS GROUP-ALEMU,1637,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Anepkide,Alemu,,0779560721,,12-09-2023
OKELONGAC WOMEN GROUP-OBEM,1638,Dano aye lonyo,Kitgum,Labongo-Layamo,Ocetoke,Obem,,0782636349,,13-09-2023
KET MAWANGI FARMERS GROUP-OCETOKI EAST,1639,Dano aye lonyo,Kitgum,Labongo-Layamo,Ocetoke,Ocetoke East,,0760554221,,13-09-2023
Ukony Lwak Palabek Gem,1640,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Alai Ward,Kenya Central,,0787730098,,13-09-2023
Utam pi ayim VSLA Gulugwen,1641,Dano aye lonyo,Kitgum,Lagoro,Guda Ward,Lacan Kweri,,0776706669,,13-09-2023
Kica Ber VSLA,1642,OPATE PDM SACCO,Pader,Atanga Town Council,Opate,,,0780424761,,13-09-2023
RIBE AYE TEKO FARMER GROUP-LIRI EAST,1643,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Ayuu Alali,Liri East,,0776900104,,13-09-2023
Ribe aye teko Odane,1644,OPATE PDM SACCO,Pader,Lapul,Lawiye Adul,,,0775279381,,13-09-2023
CAN MII DIRO FARMER GROUP-BIA B MAGALA,1645,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Ayuu Alali,Bia B Magala,,0773391161,,13-09-2023
LACAN PE NINO FARMER GROUP-LIRI CENTRAL,1646,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Ayuu Alali,Liri Central,,0785007864,,13-09-2023
Yito pe duny nono,1647,OPATE PDM SACCO,Pader,Lapul,Laguti,,,0789178504,,13-09-2023
POK KI LANWOTI VSLA-KAMAMA CENTRAL,1648,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Kamama Central,,0788246033,,13-09-2023
POK KI LANWOTI VSLA-KAMAMA CENTRAL,1649,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Kamama Central,,0788246033,,13-09-2023
CAN MITO RYEKO FARMER GROUP-KAFATA,1650,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Kafata,,0780934922,,14-09-2023
TII KI KOMI VSLA-KANGOLE NORTH,1651,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Kangole North,,0773185776,,15-09-2023
TWO TWERO FARMERS GROUP- CENTRAL,1652,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Central,,0785659049,,15-09-2023
WORO BER-KONGITEM,1653,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Kongitem,,0780414191,,15-09-2023
OKEL KUC-OPWONY WARD,1654,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Opwony Ward,,0776339523,,15-09-2023
PIT BER-OPWONY WARD,1655,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Opwony Ward,,0763346037,,15-09-2023
KICA BER-OLEK WIRE,1656,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Olek Wire,,0774836879,,15-09-2023
TAM PI ANYIM-OPWONY WARD,1657,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Opwony Ward,,0786662742,,15-09-2023
AGENA ANGA-ABILNINO WEST,1658,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Abilnino,,0781170780,,15-09-2023
TUTE BER-AOT,1659,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Abot,,0779610484,,15-09-2023
OBED MOT-ABOT,1660,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Abot,,0786141608,,15-09-2023
MAR DANO-OLEK WIRE,1661,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Olek Wire,,0770387165,,15-09-2023
PIT DONG PIT-KULIR NORTH,1662,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Kulir North,,0782455873,,15-09-2023
ATWOM PE TUM-KONGITEM,1663,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Kongitem,,0784184989,,15-09-2023
WATUTE PI ANYIM-ABOT,1664,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Abot,,0779253215,,15-09-2023
AKEM KWENE-ABILNINO EAST,1665,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Abilnino,,0778111592,,15-09-2023
TIC BER-OLEK WIRE,1666,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Olek Wire,,0774926964,,15-09-2023
CAN LIT-KULIR NORTH,1667,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Kulir North,,0783137616,,15-09-2023
TIC BER LOYO KWO-ORUNYA,1668,Agago District Farmers Association,Agago,Lapono,Ogole,Orunya,,0760757193,,15-09-2023
DOK PACO GROUP-KIPAKA,1669,Agago District Farmers Association,Agago,Lapono,Ogole,Kipaka,,0775772879,,15-09-2023
KUC NONGO WA AWENE-ACHOLINYEK,1670,Agago District Farmers Association,Agago,Lapono,Ogole,Acholi Nyek,,0771692762,,15-09-2023
AWARO WOMEN GROUP-AKENO EAST,1671,Agago District Farmers Association,Agago,Lapono,Ogole,Akeno East,,0784351970,,15-09-2023
ALIMO CAN VSLA-LAGAR,1672,Agago District Farmers Association,Agago,Lapono,Ogole,Lagar,,0777815248,,15-09-2023
PUR AYE LONYO GROUP-AYWEE CENTRAL,1673,Agago District Farmers Association,Agago,Lapono,Ogole,Aywee Central,,0764967476,,15-09-2023
WORO EN RYEKO-ALEMU,1674,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Anepkide,Alemu,,0774992637,,16-09-2023
NGOM BER FARMING GROUP-KALIRO,1675,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Kaliro,,0777486567,,16-09-2023
LACAN PE NINO FARMER GROUP-ONGALO,1676,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Ongalo,,0788952066,,16-09-2023
ATOO KI NGWIL FARMER GROUP-KANGOLE NORTH,1677,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Kangole North,,0775081740,,16-09-2023
Ayim Lac VSLA,1678,Dano aye lonyo,Kitgum,Lagoro,Central Ward,Labilo  B,,0784185423,,17-09-2023
WANENU AYIM VSLA Group,1679,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,,,07836771045,,17-09-2023
WATWERO FARMERS GROUP-OPARI TEGWENG,1680,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Opari Tegweng,,0771360104,,17-09-2023
KANY KOMI VSLA AND FARMER GROUP-OPARI TEGWENG,1681,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Opari Tegweng,,0776308091,,17-09-2023
ADYERA KONYA WOMENS GROUP-ALEMU,1682,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Anepkide,Alemu,,0788153495,,18-09-2023
BARADANGA KUYWEE A-BARADANGA,1683,OLUPE OPONG RIVER BANK WECS,Agago,Omot,Baradanga,Baradanga,,0785540254,,18-09-2023
PE IDOL CINGI-KALANGORE SOUTH,1684,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Kalangore South,,0785708509,,20-09-2023
OMAR TIC-AGUNYA,1685,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Agunya,,0770794869,,20-09-2023
RIPE AYE TEKO-KALANGORE SOUTH,1686,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Kalangore South,,0788799108,,20-09-2023
WILOBO PE YOT-KALANGORE NORTH,1687,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Kalangore North,,0787420775,,20-09-2023
WANENO ANYIM-NANGULU,1688,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Nangulu,,0786006487,,20-09-2023
ROC KWO-PENGABE LAMINOKIGA,1689,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Pe-Ngabe Lamin Okiga,,0778532701,,20-09-2023
CAN DEK MING-NAMIREMBE,1690,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Namirembe,,0771285457,,20-09-2023
CAN PE ROM-NANGULU,1691,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Nangulu,,0783746082,,20-09-2023
ORYEMCAN IKWERI VSLA AND FARMERS GROUP-AKWIL,1692,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Akwil,,0766021926,,22-09-2023
OKWO KWENE FARMERS GROUP-TIKGINOKELI,1693,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Tikginokeli,,0778080989,,22-09-2023
PENY ANYIM MIXED FARMERS GROUP-AKWIL,1694,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Akwil,,0777805413,,22-09-2023
GANG BER KI MON-KAFATA,1695,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Patanga,Kafata,,0775199350,,22-09-2023
KICA BER FARMERS GROUP-BOMBAY CELL,1696,NGORA PDM SACCO,Agago,Agago Town Council,Ngora,Bombay,,0787332776,,23-09-2023
WARYEM CAN-BOMBAY,1697,NGORA PDM SACCO,Agago,Agago Town Council,Ngora,Bombay,,0783702354,,23-09-2023
YEKA FARMERS GROUP-YEKA,1698,NGORA PDM SACCO,Agago,Agago Town Council,Ngora,Yeka,,0788720351,,23-09-2023
KET ILEGA-AKWORO,1699,NGORA PDM SACCO,Agago,Agago Town Council,Ngora,Akworo,,0780719277,,23-09-2023
KET ILEGA-AKWORO,1700,NGORA PDM SACCO,Agago,Agago Town Council,Ngora,Akworo,,0780719277,,23-09-2023
RIBBE AYE TEKO FARMERS GROUP-OYAROTONGE,1701,NGORA PDM SACCO,Agago,Agago Town Council,Ngora,Oyaro Tonge,,0787905371,,23-09-2023
TIC PE YERO FARMERS GROUP-BOMBAY,1702,NGORA PDM SACCO,Agago,Agago Town Council,Ngora,Bombay,,0781111799,,23-09-2023
CAN ROM FARMERS GROUP-OYAROTONGE,1703,NGORA PDM SACCO,Agago,Agago Town Council,Ngora,Oyaro Tonge,,0770493003,,23-09-2023
GUM PE ROM VSLA-OYAROTONGE,1704,NGORA PDM SACCO,Agago,Agago Town Council,Ngora,Oyaro Tonge,,0780614465,,23-09-2023
NOTE BER TRANSPORTER-AKAOIDEBE,1705,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Alebtong,Akaoidebe,,0762592702,,23-09-2023
OX TRACTION FARMER GROUP-KANGOLE SOUTH,1706,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Kangole South,,0789116849,,24-09-2023
ATUTE KWE FARMER GROUP-ATANGO,1707,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Atango,,0777337779,,24-09-2023
KUC ODWOGO FARMER GROUP-ATANGO,1708,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Atango,,0778893638,,24-09-2023
TII KI CINGI FARMER GROUP-LATOGO,1709,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Lotogo,,0787589422,,24-09-2023
AKEM KWENE GROUP-OGWANG KAMOLO,1710,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Ogwang Kamolo East,,0770908642,,25-09-2023
CAN DIYA GROUP-ORUNYA,1711,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Orunya,,0787581781,,25-09-2023
ONEN KUC COMMUNITY GROUP-OGWANG KAMOLO EAST,1712,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Ogwang Kamolo East,,0771176927,,25-09-2023
PUR BER-OGOLE SOUTH,1713,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Ogole South,,0765786880,,25-09-2023
RIBE AYE TEKO-OGWANG KOMOLO EAST,1714,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Ogwang Kamolo East,,0785718275,,25-09-2023
WARIBE GROUP-OGWANG KAMOLO EAST,1715,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Ogwang Kamolo East,,0781175925,,25-09-2023
KIPAKA YOUTH OF LIGHT-KIPAKA,1716,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Kipaka,,0784524856,,25-09-2023
TOO LIBA-LOKODIA WEST,1717,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Lokidia West,,0760258007,,25-09-2023
KIC MIT-ORUNYA,1718,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Orunya,,0785396566,,25-09-2023
ORIB CING-LOKIDIA WEST,1719,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Lokidia West,,0775994199,,25-09-2023
KUBE BER-ORUNYA,1720,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Orunya,,0762471900,,25-09-2023
DAKERMIN KICA-OGWANG KAMOLO WEST,1721,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Ogwang Kamolo West,,0760709200,,25-09-2023
LONYO PE ROM-LOKIDIA WEST,1722,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Lokidia West,,0771078785,,25-09-2023
MAK MUKEMI-OGOLE NORTH,1723,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Ogole North,,0761251487,,25-09-2023
TIM KI KOMI GROUP-LOKIDIA WEST,1724,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Lokidia West,,0776745893,,25-09-2023
ROC KWO-KIPAKA WEST,1725,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Kipaka  West,,0784418829,,25-09-2023
AYWEE KICA BER-AYWEE CENTRAL,1726,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Aywe Central,,0788716552,,25-09-2023
TEAM NO BORN-ALOYI,1727,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Aloyi,,0771339298,,25-09-2023
PUR BER-ORUNYA,1728,OGOLE-LAPONO PDM SACCO,Agago,Lapono,Ogole,Orunya,,0783485595,,25-09-2023
PALENGO BUSINESS GROUP-KAL CENTRAL,1729,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Kal,Kal Central  A,,0777761058,,26-09-2023
ANYIM PIRE TEK-OYAROTONGE,1730,NGORA PDM SACCO,Agago,Agago Town Council,Ngora Ward,Oyaro Tonge,,0775978661,,27-09-2023
BED KI GEN-OYAROTONGE,1731,NGORA PDM SACCO,Agago,Agago Town Council,Ngora Ward,Oyaro Tonge,,0779445271,,27-09-2023
wadongo paco-OYAROTONGE,1732,NGORA PDM SACCO,Agago,Agago Town Council,Ngora Ward,Oyaro Tonge,,0788540637,,27-09-2023
paco ber vsla group-OYAROTONGE,1733,NGORA PDM SACCO,Agago,Agago Town Council,Ngora Ward,Oyaro Tonge,,0776557700,,27-09-2023
OTIGO MANOK OTYEKO KWON FARMER GROUP-KAMAMA SOUTH,1734,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Kamama South,,0779013772,,27-09-2023
BODA TEAM VSLA-ATENGE,1735,ACHOL-PII PDM SACCO,Agago,Arum,Achol-Pii,Atenge,,0785973183,,01-10-2023
KICA BER-KALANGORE NORTH,1736,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Kalangore North,,0788981398,,01-10-2023
LIM PI NYEKO GROUP-KALANGORE SOUTH,1737,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Kalangore South,,0789122377,,01-10-2023
ORYEM CAN VSLA AND FARMER GROUP-PENGABE SOCIETY,1738,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Pe-Ngabe Society,,0772309490,,01-10-2023
AKWO KI CINGA WOEMN GROUP-KAL CENTRAL A,1739,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Kal Ward,Kal Central  A,,0775337265,,01-10-2023
AGENCY OYIKA -MEDE CENTRAL,1740,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0782648992,,03-10-2023
KWAN LOYO FARMER GROUP -MEDE CENTRAL,1741,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0784550608,,03-10-2023
WAT LONYO FARMER GROUP-MEDE CENTRAL,1742,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0776601133,,03-10-2023
KIT LONYO FARMER -MEDE CENTRAL,1743,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0774528525,,03-10-2023
PUR BER FARMERS GROUP-MEDE CENTRAL,1744,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0783364028,,03-10-2023
LWAK PA EKILISIA GROUP-NGORA,1745,NGORA PDM SACCO,Agago,Agago Town Council,Ngora Ward,Ngora,,0773464705,,03-10-2023
GOVU LONY WEMAN-LOKOLE EAST,1746,NGORA PDM SACCO,Agago,Agago Town Council,Ngora Ward,Lokole East,,0765807047,,03-10-2023
OGEN RWOT VSLA GROUP 1-OYAROTONGE,1747,NGORA PDM SACCO,Agago,Agago Town Council,Ngora Ward,Oyaro Tonge,,0774729772,,03-10-2023
OGEN RWOT VSLA GROUP 2-OYAROTONGE,1748,NGORA PDM SACCO,Agago,Agago Town Council,Ngora Ward,Oyaro Tonge,,0782464164,,03-10-2023
Kica Ber farmers group Mede Central,1749,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0772949466,,06-10-2023
tii ki Ngec farmers group Mede Central village,1750,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0783364028,,06-10-2023
Ket Cwinyi itic VSLA Mede Central,1751,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0786669197,,06-10-2023
Nok rach itic   Mede Central Village,1752,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0770468828,,06-10-2023
Rubanga Ber farmers Goup Abuka Village,1753,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Abuka,,0764251257,,06-10-2023
Kica Ber  farmers group mede Central,1754,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0772949466,,06-10-2023
Tii ki Ngec farmers group Gem Village,1755,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Gem,,0787672505,,06-10-2023
Agweng oyika farmers group Mede Central,1756,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,07826448997,,06-10-2023
Rwot Telo Yoo farmers group Mede Village,1757,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede South,,0766280493,,06-10-2023
Rwot lakica farmer group  Kamama Central,1758,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Kamama Ward,Kamama Central,,0778545429,,06-10-2023
Ngom Lapit VSLA India,1759,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,India,,0782600130,,06-10-2023
Akwo ki cinga women group palabek kal central Village,1760,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Kal,Kal Central  A,,07755337265,,06-10-2023
Palengo Bussiness Group Kal Central A Village,1761,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Gem,Kal Central  A,,0777761058,,06-10-2023
Weng Acel farmers Group Kamama South,1762,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Moroto,Kamama South,,0783244820,,06-10-2023
Wan Weng Acel farmers Group Kamama South,1763,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Kamama South,,0777288359,,06-10-2023
Can Limi Farmer Group Beyomabor,1764,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Beyojwara,,0772627338,,06-10-2023
Konye ki Cingi Farmer Group Mede Central,1765,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Gem,Mede Central,,0762643743,,06-10-2023
Pe ilwor VSLA and farmers group -Apil,1766,Omot Farmers Cooperative Society ltd,Agago,Arum,Achol-Pii,Apil,,0782153859,,06-10-2023
Okonye Kenwaa VSLA and Farmers group -Apado,1767,Omot Farmers Cooperative Society ltd,Agago,Arum,Lukee,Apado,,0766203164,,06-10-2023
